State,County,FIPS,Total,Commercial,Industrial,Residential,Electricity Prod,Onroad,Cement,Aircraft,Airborne,Nonroad
IN,Grant,18054,9.2826698049,1.0154904825,1.0647666964,1.0285817675,1.0022115121,1.1501249835,1,1.0025030253,1.0062918145,1.012699523
IN,Greene,18056,9.1060605988,1.0032033191,1.0081882495,1.0142041406,1.0120601313,1.0631944609,1,1,1,1.0052102974
IN,Hamilton,18058,9.5845805159,1.0643694364,1.0303708478,1.0651572718,1.0613170182,1.2740331507,1,1.0076583757,1.0192507411,1.0624236741
IN,Hancock,18060,9.1995051916,1.0058879651,1.0251588085,1.0248901286,1,1.1143495317,1,1.0040863293,1.0102717391,1.0148606893
IN,Harrison,18062,9.1257259304,1.0034256659,1.0189303069,1.0101086144,1,1.0871691152,1,1,1,1.0060922281
IN,Hendricks,18064,9.3067684842,1.0207631665,1.0107410685,1.0394173122,1,1.1928048699,1,1.0028613977,1.0071926516,1.0329880177
IN,Henry,18066,9.2057131367,1.0055454627,1.0334281554,1.022898894,1.0118309621,1.1166288413,1,1.001853907,1.0046601356,1.0088667787
IN,Howard,18068,9.336953906,1.0211798011,1.1442112979,1.0410699578,1,1.1030366158,1,1.0034411562,1.0086499811,1.0153650961
IN,Huntington,18070,9.1882299186,1.007245106,1.0409870975,1.0156101647,1,1.106101554,1,1.0020607084,1.0051799713,1.0110453167
IN,Jackson,18072,9.1958168025,1.0081341872,1.0414265839,1.0132614107,1,1.1104956167,1,1.0030893219,1.007765574,1.0116441081
IN,Jasper,18074,11.7261920216,1.006227945,1.0297435306,1.0130426429,3.5469514198,1.116039126,1,1.0007545954,1.0018968116,1.0115359501
IN,Jay,18076,9.0839377615,1.0024809451,1.0222100436,1.0089201463,1,1.0392510625,1,1.0010337922,1.0025986299,1.0074431419
IN,Jefferson,18078,11.1538825384,1.006653792,1.0187320295,1.0085721682,3.0416562879,1.0536761294,1,1.005131648,1.0128993439,1.0065611394
IN,Jennings,18080,10.2285814533,2.1448836536,1.0143782952,1.0067326886,1,1.0516697155,1,1.0014793299,1.0037185708,1.0057191997
IN,Johnson,18082,9.3434076878,1.0289695749,1.0415014681,1.0481038719,1,1.1914416666,1,1.0035062391,1.0088135822,1.021071285
IN,Knox,18084,9.284061498,1.0068662648,1.0139697156,1.0171105156,1.1695847449,1.0630542805,1,1,1,1.0134759765
IN,Kosciusko,18086,9.3044330492,1.0127895328,1.0911863519,1.0337952072,1,1.1366809018,1,1.0025348187,1.0063717344,1.0210745023
IN,LaGrange,18088,9.1671737424,1.0038112058,1.0321376677,1.0174020663,1.0005651855,1.102647751,1,1,1,1.0106098661
IN,Lake,18090,13.079630684,1.1234856454,2.9358212264,1.2406310891,2.0570813192,1.6303978236,1,1.0101173581,1.0254318465,1.0566643757
IN,LaPorte,18092,10.0825793772,1.0207773884,1.0762872201,1.0548769663,1.7333679264,1.1677386916,1,1.0030198534,1.0075909591,1.0189203718
IN,Lawrence,18094,9.2904892825,1.0055631873,1.0552744059,1.0163293378,1,1.0858432543,1.1104018854,1.0022330664,1.0056132231,1.0092309223
IN,Madison,18096,9.3863719887,1.0281290257,1.0627458635,1.0619529035,1.0011415789,1.1995694077,1,1.0036029815,1.0090567536,1.0201734742
IN,Marion,18098,12.5510329985,1.3448675273,1.4519306945,1.3566277395,2.0344907233,2.0717183375,1,1.0470514603,1.1182725316,1.1260739846
IN,Marshall,18100,9.1717160901,1.006935908,1.0416139145,1.0214523854,1,1.0884594161,1,1.0002854186,1.0007174518,1.0122515957
IN,Martin,18102,9.0563850147,1.0032515189,1.0266574582,1.0039972303,1.0010800717,1.0186656647,1,1,1,1.0027330709
IN,Miami,18104,9.1094734138,1.0031471774,1.0143035491,1.0163597491,1,1.0642003339,1,1.0009034658,1.0022710295,1.0082881091
IN,Monroe,18106,9.3208788687,1.0640718943,1.0441165711,1.0430756009,1,1.134259147,1,1.004588731,1.0115346208,1.0192323037
IN,Montgomery,18108,9.223120324,1.0053246831,1.0686681601,1.016917816,1.0000171789,1.1132791022,1,1.0017020987,1.0042785369,1.0129327481
IN,Morgan,18110,9.6026980694,1.0065934861,1.0139274089,1.0247153815,1.414063544,1.132488857,1,1,1,1.0109093918
IN,Newton,18112,9.0660458928,1.0009605751,1.0070765294,1.0067753151,1,1.0381280978,1,1.0010968411,1.0027571157,1.0092514186
IN,Noble,18114,9.1995536853,1.0056184874,1.0656179102,1.0180933811,1,1.0909862407,1,1.0017399151,1.0043735992,1.0131241518
IN,Ohio,18116,9.013255122,1.0001095814,1.0000502207,1.0021110337,1,1.0102047925,1,1,1,1.0007794938
IN,Orange,18118,9.0607246602,1.0018470181,1.0125166608,1.0069254311,1,1.0323164584,1,1.00080144,1.0020145653,1.0043030865
IN,Owen,18120,9.0731216295,1.0011398802,1.0073473777,1.0073863517,1,1.0529002844,1,1,1,1.0043477355
IN,Parke,18122,9.0476891792,1.0010894979,1.0086327228,1.0065297664,1,1.0257542184,1,1,1,1.0056829737
IN,Perry,18124,9.080862625,1.0027684024,1.0104404409,1.0078390295,1,1.0561595394,1,1.0001282473,1.0003223745,1.003204591
IN,Pike,18126,12.7925923148,1.0005987312,1.001171313,1.0050476841,4.7574315025,1.0247684992,1,1,1,1.0035745848
IN,Porter,18128,15.829557754,1.0294613857,6.6176719786,1.0730592161,1.8330271829,1.2349815569,1,1.0040985732,1.0103025194,1.0269553411
IN,Posey,18130,10.2024490285,1.0042427827,1.2248187148,1.0102540433,1.8687170789,1.0849223265,1,1,1,1.0094940822
IN,Pulaski,18132,9.053005427,1.0013578682,1.0057240751,1.0063194765,1,1.0268237076,1,1.0008316316,1.0020904585,1.0098582095
IN,Putnam,18134,9.3336264676,1.0032048863,1.0148636931,1.012019964,1,1.1102141199,1.1741390564,1.0030480961,1.0076619538,1.0084746979
IN,Randolph,18136,9.1061463968,1.0021745875,1.0174340722,1.0109889501,1,1.0524275763,1,1.0006218083,1.0015630339,1.0209363686
IN,Ripley,18138,9.1107508054,1.003477665,1.0214920089,1.0092389053,1,1.0693859143,1,1,1,1.0071563119
IN,Rush,18140,9.0633487913,1.0017225037,1.0129146742,1.0077209101,1,1.0331428216,1,1,1,1.0078478817
IN,St. Joseph,18142,9.7633494994,1.1273484971,1.1251606209,1.1307960032,1,1.3016250975,1,1.0120535895,1.0302989216,1.0360667695
IN,Scott,18144,9.0926707361,1.0023925755,1.020255311,1.0067368869,1,1.0591586786,1,1,1,1.0041272841
IN,Shelby,18146,9.2047134615,1.0048931155,1.0541690933,1.0179754906,1,1.1047217399,1,1.0032009809,1.0080462562,1.0117067851
IN,Spencer,18148,13.2682699459,1.0019759409,1.0180590519,1.0077789262,5.1692436737,1.0646614539,1,1,1,1.0065508993
IN,Starke,18150,9.0731030119,1.0015935808,1.0083116226,1.0113959304,1,1.0395907936,1,1.0017527975,1.0044059769,1.0060523101
IN,Steuben,18152,9.2058466753,1.0068662648,1.0371080083,1.015824,1,1.1270857289,1,1.0021175919,1.0053229563,1.011522125
IN,Sullivan,18154,11.0079839685,1.0013755928,1.0066098193,1.0082698482,2.9438908881,1.0354737617,1,1.0016584907,1.0041689208,1.0065366468
IN,Switzerland,18156,9.0232133233,1.0002877117,1.0008459116,1.0028366468,1,1.0165286415,1,1,1,1.0027144117
IN,Tippecanoe,18158,9.7457021178,1.0485371425,1.2649516583,1.0586403395,1.1028037308,1.1924885089,1,1.0142777611,1.0358897896,1.028113187
IN,Tipton,18160,9.0494841437,1.0015387902,1.0054465881,1.0073801736,1,1.0293986472,1,1,1,1.0057199446
IN,Union,18162,9.0255524122,1.0005439405,1.0003711183,1.0035121995,1,1.0174566688,1,1,1,1.0036684852
IN,Vanderburgh,18164,9.5618317143,1.0715925157,1.11251363,1.074813818,1.000650547,1.2250757969,1,1.0142977797,1.0359401107,1.0269475164
IN,Vermillion,18166,10.5422367714,1.0013401436,1.0455477281,1.0068692022,2.4386313845,1.0432932188,1,1.0004522042,1.001136694,1.004966196
IN,Vigo,18168,11.2184769593,1.0362692092,1.4147928262,1.0424006849,2.4784030836,1.1932243195,1,1.0110008212,1.0276525947,1.0147334201
IN,Wabash,18170,9.1769874959,1.0051429208,1.0805229805,1.0148751985,1.0003987957,1.0613466046,1,1.0012901455,1.0032430161,1.0101678342
IN,Warren,18172,9.0322484004,1.0001095814,1.001895768,1.0035918875,1.0005292983,1.0205228059,1,1,1,1.0055990593
IN,Warrick,18174,12.0956008784,1.0040216055,1.72411673,1.0195868344,3.2162462009,1.1218094946,1,1,1,1.009820013
MT,Powder River,30075,0.0091880233,0.0002055652,9.33081858880775E-005,0.0006219908,0,0.0038704277,0,0.0005887633,0.0014799634,0.0023280048
MT,Powell,30077,0.0290960928,0.0010240765,0.0023439904,0.0026779088,0,0.0183683011,0,0.0005124327,0.0012880909,0.0028812924
MT,Prairie,30079,0.0151578568,0.0001781948,9.33081858880776E-005,0.0006904556,0,0.0117384196,0,0.0001002872,0.0002520878,0.0021051035
MT,Ravalli,30081,0.1193934417,0.005285466,0.0160783194,0.0132487268,0,0.0674618892,0,0.003673971,0.009235205,0.0044098642
MT,Richland,30083,0.184126509,0.0022864924,0.0311577439,0.0045809877,0.1158973175,0.0116597106,0,0.0026489446,0.006658616,0.0092366963
MT,Roosevelt,30085,0.0570039174,0.0015266796,0.0195483987,0.0043801239,0,0.0098981406,0,0.0020372465,0.0051209949,0.0144923332
MT,Rosebud,30087,4.1794906955,0.0014857437,0.0093528812,0.0026659459,4.1207499505,0.0359003934,0,0.0015497615,0.0038956107,0.0038904086
MT,Sanders,30089,0.0264400763,0.0012914894,0.0028521284,0.0035881963,0,0.0120170053,0,0.0011701955,0.002941501,0.0025795603
MT,Sheridan,30091,0.0303087127,0.0007907357,0.0003103352,0.0022832245,0,0.0080402833,0,0.0012570233,0.0031597641,0.0144673465
MT,Silver Bow,30093,0.0901822095,0.0096189847,0.0102666368,0.0181402446,0,0.041996296,0,0.0024112036,0.0060610065,0.0016878372
MT,Stillwater,30095,0.0507117075,0.0013166654,0.0145401453,0.0035974146,0,0.0245293122,0,0.0008894945,0.0022359082,0.0036027672
MT,Sweet Grass,30097,0.0289122202,0.0004485364,0.0026083885,0.0015539384,0,0.0185854637,0,0.0008737823,0.0021964107,0.0026457003
MT,Teton,30099,0.0320083631,0.0009339253,0.0006531151,0.0032684642,0,0.0156084966,0,0.0002130125,0.0005354427,0.0107959067
MT,Toole,30101,0.0453258257,0.0009686668,0.005662347,0.0019493119,0,0.0219011715,0,0.0009522066,0.0023935489,0.011498573
MT,Treasure,30103,0.0129481515,0.000059807,9.33081858880775E-005,0.0002354878,0,0.0107717232,0,0,0,0.0017878253
MT,Valley,30105,0.0727731948,0.0015775922,0.0303064009,0.0038736823,0,0.0093542709,0,0.0035891079,0.0090218846,0.0150502561
MT,Wheatland,30107,0.0099114848,0.0003561518,9.33081858880776E-005,0.0009455442,0,0.0045802902,0,0.000269189,0.0006766577,0.0029903437
MT,Wibaux,30109,0.0129564773,0.0001165412,0.0017927504,0.000518067,0,0.0071373952,0,0,0,0.0033917235
MT,Yellowstone,30111,1.3927792103,0.0477155887,0.5717116753,0.0613306518,0.4667411571,0.1583592399,0,0.0192683649,0.0484345893,0.0192179432
NE,Adams,31001,0.2845122677,0.0101683568,0.0592855608,0.0145097022,0.1536656161,0.0317048637,0,0.0010097347,0.0025381578,0.0116302754
NE,Antelope,31003,0.0391448952,0.0010416597,0.0017189906,0.0035147158,0,0.0194180201,0,0.0005891773,0.0014810077,0.0113813239
NE,Arthur,31005,0.001961212,7.67378022283265E-005,0.0001124701,0.000229071,0,0.0006458649,0,0,0,0.0008970683
NE,Banner,31007,0.0043118142,1.55061807055151E-005,0,0.0004325949,0,0.0014751177,0,0,0,0.0023885954
NE,Blaine,31009,0.0029860465,2.78025072544283E-005,0,0.0003275547,0,0.0014038194,0,0,0,0.0012268699
NE,Boone,31011,0.0242420725,0.001315802,0.0003517265,0.0025493211,0,0.0094352313,0,0.000394431,0.0009914743,0.0092040862
NE,Box Butte,31013,0.0392845588,0.002410426,0.0056416445,0.0058281478,0,0.0131342959,0,0.001142902,0.0028728958,0.0082542467
NE,Boyd,31015,0.0108138303,0.0003185234,0.0001124701,0.0009943151,0,0.0061567748,0,0,0,0.003231747
NE,Brown,31017,0.0168395442,0.000808004,0.0006748204,0.001611992,0,0.0093497779,0,0.0002104205,0.0005289291,0.0036556003
NE,Buffalo,31019,0.2109042031,0.0125115417,0.0549624587,0.0168707224,0.0001194756,0.099394309,0,0.0034889478,0.008770111,0.014786637
NE,Burt,31021,0.0370893713,0.0009608386,0.00144656,0.003857497,0.00000816,0.0202254933,0,0.0004996413,0.0012559389,0.0088352421
NE,Butler,31023,0.0394133408,0.0009158321,0.0075137112,0.0038684993,0,0.0168408018,0,0.000165016,0.0004147995,0.0096946809
NE,Cass,31025,0.2224009689,0.0023456315,0.0040243698,0.0100834248,0,0.0643423594,0.1251770686,0.0017394506,0.004372431,0.0103162333
NE,Cedar,31027,0.0467833587,0.0010007142,0.0031465202,0.0041599197,0,0.02461915,0,0.0007606656,0.0019120735,0.0111843156
NE,Chase,31029,0.0226686395,0.0007682117,0.0006748204,0.0018908939,0,0.010605853,0,0.0004470362,0.0011237066,0.0071581177
NE,Cherry,31031,0.0279937189,0.0011903757,0.0006748204,0.0025485394,0,0.0093051499,0,0.000394431,0.0009914743,0.012888928
NE,Cheyenne,31033,0.0943912113,0.0031297458,0.0119284609,0.0052955121,0,0.0617778951,0,0.0002736277,0.0006878087,0.011298161
NE,Clay,31035,0.0254538943,0.0007801707,0.0007491715,0.003236715,0,0.0107387011,0,0.0001548354,0.0003892097,0.009405091
NE,Colfax,31037,0.0583327003,0.0014291796,0.0310296904,0.0041312876,0.000006251,0.0141236527,0,0,0,0.007612639
NE,Cuming,31039,0.0457978025,0.0018804432,0.0107776678,0.0046222243,4.29472287447779E-006,0.0177326251,0,0,0,0.0107805473
NE,Custer,31041,0.0473788207,0.0017277958,0.0052845978,0.0059716829,4.23030203136062E-006,0.0217289811,0,0.0004572736,0.0011494424,0.0110548168
NE,Dakota,31043,0.1282396476,0.0032942258,0.0799079565,0.0071370025,4.94184903754868E-006,0.0224490753,0,0.0026195203,0.0065846477,0.0062422776
NE,Dawes,31045,0.0230421877,0.0017201197,0.0006748204,0.0037718757,0,0.0123724694,0,0.0003595181,0.0009037133,0.003239671
NE,Dawson,31047,0.1850674489,0.0041664138,0.0750454566,0.0093175412,0.003057139,0.0758163154,0,0.0016588319,0.0041697792,0.0118359717
NE,Deuel,31049,0.0511668321,0.0006278059,0.0016182256,0.0011857962,5.54019250807635E-006,0.0426993715,0,0.0001052102,0.0002644645,0.004660418
NE,Dixon,31051,0.0261373375,0.0005463775,0.0001124701,0.0028760683,3.79411272662806E-005,0.0165977816,0,0,0,0.0059666988
NE,Dodge,31053,0.2463099719,0.0088670007,0.0479496282,0.0169172667,0.1129409871,0.0412697896,0,0.0013399815,0.0033682834,0.0136570346
NE,Douglas,31055,2.3227267727,0.1793855506,0.3029761673,0.2159052017,0.9669207655,0.4717175849,0,0.0340391321,0.0855636444,0.0662187263
NE,Dundy,31057,0.0119379561,0.0003708877,0.0001124701,0.00121728,0.000000697,0.0059029173,0,0,0,0.004333704
NE,Fillmore,31059,0.0365845278,0.0010399954,0.0030773659,0.0032445297,0,0.0173502358,0,0.000420841,0.0010578626,0.0103936974
NE,Franklin,31061,0.012682333,0.0004725518,0.0001124701,0.0018897692,2.80510518974527E-005,0.005373508,0,0,0,0.0048059829
NE,Frontier,31063,0.0151419899,0.0003260602,0,0.0014837232,0,0.0078736341,0,0.0002630256,0.0006611614,0.0045343854
NE,Furnas,31065,0.0258689667,0.0009873938,0.0006981563,0.0027902581,0,0.0139331376,0,0.0004164624,0.0010468532,0.0059967052
NE,Gage,31067,0.1579247236,0.0053491323,0.0753619295,0.010084096,0.009867184,0.0337329484,0,0.000694104,0.0017447598,0.0210905697
NE,Garden,31069,0.0125163004,0.0002664118,0,0.0011601302,0,0.0058311873,0,0.0001840106,0.0004625452,0.0046120154
NE,Garfield,31071,0.0071066336,0.0004088255,0.0006421225,0.0009964523,0,0.0029166018,0,0.0001052102,0.0002644645,0.0017729568
NE,Gosper,31073,0.0278003333,0.0001500238,0.0006748204,0.0009256496,0.0189210803,0.0031901209,0,0,0,0.0039386382
NE,Grant,31075,0.0046029036,6.40727924786678E-005,0.0001124701,0.0003551009,0,0.0018733418,0,0.0001958199,0.0004922281,0.00150987
NE,Greeley,31077,0.0133026035,0.0003606968,0.0006748204,0.0011946321,7.73050117406003E-006,0.0070534087,0,0.0002093469,0.0005262343,0.0032757339
NE,Hall,31079,0.426106158,0.016269941,0.0904161545,0.025253275,0.1939260449,0.0762815975,0,0.0030079382,0.0075610107,0.0133901961
NE,Hamilton,31081,0.1021695826,0.0013067169,0.0139248037,0.0038184947,0.0326436257,0.0369902928,0,0.000694104,0.0017447598,0.011046785
NE,Harlan,31083,0.0190254768,0.0005139111,0.0013489405,0.0018222562,0,0.0096580151,0,0.0001073574,0.000269863,0.0053051333
NE,Hayes,31085,0.0060712102,8.13650857143765E-005,0.0001124701,0.0005456623,0,0.0021412012,0,0,0,0.0031905116
NE,Hitchcock,31087,0.0122615856,0.00023485,0,0.0017365396,8.58944574895559E-007,0.0058294854,0,0,0,0.0044598516
NE,Holt,31089,0.0514660825,0.0022688641,0.0032789023,0.0045806116,0,0.0205921594,0,0.0011835078,0.0029749673,0.0165870699
NE,Hooker,31091,0.0026842009,0.0001210805,0.0001124701,0.0004635049,0,0.0013883765,0,0,0,0.0005987689
NE,Howard,31093,0.025681556,0.0006522616,0.0001124701,0.0028147561,0,0.0172187397,0,0,0,0.0048833285
NE,Jefferson,31095,0.0323517574,0.0015264509,0.006889399,0.0036977089,0,0.0109326177,0,0.0002732631,0.0006868927,0.0083454251
NE,Johnson,31097,0.0240697479,0.0006226,0.0042176278,0.0021087681,0,0.0118234154,0,0.0005583889,0.0014036144,0.0033353333
NE,Kearney,31099,0.0284412585,0.0009891875,0.0013485086,0.0030642552,0,0.0107461356,0,0.0006312614,0.0015867917,0.0100751184
NE,Keith,31101,0.0826012675,0.0021252309,0.0047601202,0.0036303294,0,0.0632160503,0,0.0002104205,0.0005289291,0.0081301871
NE,Keya Paha,31103,0.0047012623,4.56527387778156E-005,0.0001124701,0.000430862,0,0.0014898165,0,0,0,0.002622461
NE,Kimball,31105,0.0612071222,0.001175967,0.0042176278,0.0023426645,0,0.0467170514,0,0.0004474008,0.0011246226,0.0051817882
NE,Knox,31107,0.0301806516,0.0011949378,0.0001124701,0.0043767044,0,0.0140914109,0,0.0001578154,0.0003966968,0.0098506161
NE,Lancaster,31109,1.4457595437,0.0796073442,0.1869009925,0.1164553119,0.4810172981,0.4767909455,0,0.0169504024,0.0426079662,0.0454292829
NE,Lincoln,31111,2.9927662229,0.0093373319,0.0074501431,0.0168587921,2.8264936658,0.1099872367,0,0.0029330142,0.0073726739,0.0123333653
NE,Logan,31113,0.003938846,5.8796528269164E-005,0.0001124701,0.0004618545,0,0.001974692,0,0,0,0.0013310329
NE,Loup,31115,0.0024798089,1.37647779355737E-005,0,0.0003538529,0,0.0011488537,0,0,0,0.0009633374
NE,McPherson,31117,0.0020159457,2.52134537561051E-005,0,0.0002986279,0,0.0008476713,0,0,0,0.0008444331
NE,Madison,31119,0.1761207727,0.0117078916,0.085422479,0.0133451452,7.79484023277632E-005,0.0424668653,0,0.002934704,0.0073769174,0.0127888218
NE,Merrick,31121,0.0344721788,0.0013999692,0.0058292196,0.0035046627,0,0.0130639792,0,0.0004385365,0.0011023427,0.0091334689
NE,Morrill,31123,0.023485793,0.0005461826,0.0008540169,0.0025259589,0,0.0140605891,0,0,0,0.0054990455
NE,Nance,31125,0.0122124212,0.0003758743,0,0.0017398737,0,0.0060669127,0,0,0,0.0040297605
NE,Nemaha,31127,0.0282336095,0.0010810768,0.0064789167,0.0034630567,0,0.010737252,0,2.96515134774317E-005,7.45346992613436E-005,0.0063691211
NE,Nuckolls,31129,0.0188658605,0.0010096271,0.0001124701,0.0028094399,0,0.0075133489,0,0.0001578154,0.0003966968,0.0068664622
NE,Otoe,31131,1.111091425,0.0025276428,0.025440173,0.0071831325,1.0391698821,0.0259848478,0,0.0004850715,0.0012193176,0.0090813577
NE,Pawnee,31133,0.0128388915,0.000293531,0.0020459664,0.0015911855,0,0.0046995937,0,7.88003223620313E-005,0.0001980807,0.0039317339
NE,Perkins,31135,0.0172034455,0.0005767224,0.0002305143,0.0014186286,0,0.0047550886,0,0.000420841,0.0010578626,0.008743788
NE,Phelps,31137,0.0461117015,0.0022930967,0.0137574837,0.0043617439,8.70357936735952E-006,0.0136510962,0,0.0006838666,0.001719024,0.0096366869
NE,Pierce,31139,0.0348267617,0.0013041353,0.0007376458,0.003693988,3.43577829958223E-006,0.0208514524,0,0,0,0.0082361044
NE,Platte,31141,0.1428162633,0.0069091139,0.0677489882,0.0088492053,0,0.0389638851,0,0.001388208,0.0034895151,0.0154673477
NE,Polk,31143,0.0258858422,0.0008991182,0.0006748204,0.0026497134,0,0.0146646541,0,0,0,0.006997536
NE,Red Willow,31145,0.0379173876,0.0028482008,0.0075595036,0.0056066976,0.0003157133,0.013433971,0,0.0008285595,0.0020827369,0.005242005
NE,Richardson,31147,0.034353583,0.0014158138,0.0050147428,0.0050114996,0,0.0133047613,0,0.0007320931,0.0018402513,0.0070344211
NE,Rock,31149,0.0102698822,0.0002989001,0.0001124701,0.0007214024,0,0.004554152,0,0.0001578154,0.0003966968,0.0040284454
NE,Saline,31151,0.0940110893,0.0023454328,0.0582346419,0.0058271934,0,0.0129649771,0,0.0013253655,0.0033315471,0.0099819315
NE,Sarpy,31153,0.3111442421,0.019453019,0.0501299054,0.04999873,0.0166942206,0.153358517,0,0,0,0.02150985
NE,Saunders,31155,0.0873477472,0.0019406571,0.0167840207,0.0081707388,0,0.042693865,0,0.0011573126,0.0029091189,0.0136920341
NE,Scotts Bluff,31157,0.1753347668,0.0091546327,0.014349515,0.0164067219,0.0655153667,0.0458972876,0,0.0043038654,0.0108185585,0.0088888189
NE,Seward,31159,0.0829758523,0.0034164191,0.0125322484,0.0070178647,0,0.0480318041,0,0.000435457,0.001094599,0.0104474599
NE,Sheridan,31161,0.0283384748,0.0009796065,0.0001124701,0.0029207014,0,0.0161192158,0,0.0004206262,0.0010573228,0.006728532
NE,Sherman,31163,0.0153694702,0.0003782483,0.0006748204,0.0015606109,0,0.0084319621,0,0.000166404,0.0004182864,0.003739138
NE,Sioux,31165,0.0074863372,4.20688948006428E-005,0,0.0007826598,0,0.0037889857,0,0,0,0.0028726229
NE,Stanton,31167,0.0218949938,0.0002564299,0.0010937841,0.0026046992,0,0.0128898699,0,0,0,0.0050502107
NE,Thayer,31169,0.034431249,0.0010895792,0.004690966,0.0031126566,0.0003558178,0.015126219,0,0.0002776416,0.0006979021,0.0090804668
NE,Thomas,31171,0.0059960727,0.0001031202,0.0001124701,0.0004358192,0,0.0013501728,0,0.0009950128,0.0025011516,0.0004983261
NE,Thurston,31173,0.0327747523,0.0009504627,0.0027661716,0.0029732647,0,0.0191347815,0,0.0002898649,0.0007286293,0.0059315776
NE,Valley,31175,0.0153937182,0.0008848919,0.0006748204,0.0020508221,0,0.0070492765,0,0.0002892208,0.0007270098,0.0037176768
NE,Washington,31177,0.0814099758,0.0037761716,0.0207478671,0.0079291328,0,0.0352667853,0,0.0015137392,0.0038050619,0.0083712178
NE,Wayne,31179,0.0444380531,0.001685275,0.0194365625,0.0042042541,0,0.0093317251,0,0.0005522464,0.0013881712,0.0078398188
NE,Webster,31181,0.014178052,0.000525628,0.0001269066,0.0021137449,4.9689943657708E-005,0.006165699,0,0.0002024132,0.0005088042,0.0044851662
NE,Wheeler,31183,0.0058226465,7.51307823719858E-005,0.0001124701,0.0004400912,0,0.0023301018,0,0,0,0.0028648527
NE,York,31185,0.1162366401,0.0038628421,0.013946115,0.0057798007,0.0287653018,0.0499413142,0,0.0006838666,0.001719024,0.0115383757
NV,Churchill,32001,0.0659709385,0.0016149911,0.0070226765,0.0083149926,2.74862263966578E-005,0.0400657674,0,0.0009787787,0.0024603398,0.0054859061
NV,Clark,32003,6.8288959419,0.1596163283,0.1526338787,0.3030795308,4.4209627638,0.9667202373,0,0.1443699557,0.3629005476,0.3186126997
NV,Douglas,32005,0.163244566,0.0061617927,0.0494777628,0.0158178252,0,0.0506219341,0,0.0089703558,0.0225486449,0.0096462506
NV,Elko,32007,0.1407978828,0.0041101505,0.00276072,0.0116412337,9.61984773439951E-005,0.0964099192,0,0.0051276685,0.012889339,0.0077626534
NV,Esmeralda,32009,0.0066107996,1.20063752423213E-005,0.0007114245,0.0003093788,0.0026617833,0.002244777,0,3.15630718997812E-005,7.93402492136944E-005,0.0005605263
NV,Eureka,32011,0.0461054009,0.000308537,0.0285755327,0.0004030273,1.71788914979111E-006,0.0131605538,0,0.0001157313,0.0002909128,0.0032493883
NV,Humboldt,32013,1.1993470885,0.0141277555,0.0065847195,0.0047775965,1.1164936422,0.0422151092,0,0.0029913384,0.007519283,0.0046376444
NV,Lander,32015,0.0279768968,0.0001553158,0.001994385,0.0018519117,7.09806544400485E-005,0.0157756378,0,0.0016781783,0.00421841,0.0022320774
NV,Lincoln,32017,0.0107480777,0.0001359778,0.0001864274,0.0002501917,0,0.0084664109,0,0.0002722737,0.0006844059,0.0007523903
NV,Lyon,32019,0.3374957495,0.0016696793,0.0223878403,0.0126054291,0.1636758388,0.0549319087,0.0655443121,0.0029098763,0.0073145072,0.0064563577
NV,Mineral,32021,0.0155901973,0.0027000687,0.0001185707,0.0017143272,0,0.0040047234,0,0.0014642479,0.0036806574,0.001907602
NV,Nye,32023,0.0510558517,0.001588788,0.0049174972,0.0048058116,0.0001052207,0.0267399847,0,0.0021839806,0.0054898452,0.0052247237
NV,Pershing,32027,0.0508896714,0.0106304538,0.0013775456,0.0017278193,2.87746432590012E-005,0.0338010636,0,0.0001620361,0.000407308,0.0027546704
NV,Storey,32029,0.2324829535,7.95388947704903E-005,0.0047849467,0.0012281815,0.2230283572,0.003021453,0,0,0,0.0003404762
NV,Washoe,32031,1.0314510116,0.0513655852,0.2509729274,0.165572225,0,0.3779376768,0,0.0327446422,0.082309703,0.0705482521
NV,White Pine,32033,0.0203505529,0.0003493551,0.0004765193,0.0017733454,0,0.0100555843,0,0.0013289427,0.0033405387,0.0030262674
NV,Carson City,32510,0.1540044159,0.0047053442,0.0581628172,0.0186269902,1.28841686234333E-006,0.0279625714,0,0.010044439,0.0252485541,0.0092524113
NH,Belknap,33001,0.2161713118,0.0157597062,0.0108171821,0.0430345794,0,0.1139572393,0,0.0038581665,0.0096982105,0.0190462278
NH,Carroll,33003,0.1434446253,0.0174896265,0.0043870008,0.0335089297,0,0.0703455156,0,0,0,0.0177135528
NH,Cheshire,33005,0.226961574,0.0206933178,0.015173009,0.046444574,0,0.1048713293,0,0.0071484539,0.0179689557,0.0146619343
NH,Coos,33007,0.1303310542,0.0098313153,0.0234424906,0.0314038941,0,0.046119286,0,0.0020397904,0.005127389,0.0123668888
NH,Grafton,33009,0.4314128322,0.0606297733,0.0162227214,0.0557712869,0,0.2543264173,0,0.0075230962,0.0189106931,0.018028844
NH,Hillsborough,33011,0.9660182066,0.1075707237,0.1078676083,0.2161268392,0,0.3766622656,0,0.0298074482,0.0749265197,0.0530568019
NH,Merrimack,33013,1.3207278799,0.0386613378,0.030495501,0.083503209,0.7816835134,0.3262304654,0,0.011083693,0.0278609104,0.0212092498
NH,Rockingham,33015,1.3622848373,0.0777900182,0.0753980181,0.1693373821,0.5943400734,0.3823149799,0,0.0059470829,0.0149490924,0.0422081904
