,Aggregate household income In 1999 Dollars,Airborne,Aircraft,Area Total,Cement,Commercial,Housing units,Industrial,Nonroad,Occupied Housing Units,"Occupied Housing Units: House Heating Fuel: Coal, coke or Wood",Occupied Housing Units: House Heating Fuel: Electricity,"Occupied Housing Units: House Heating Fuel: Fuel oil, kerosene, etc.","Occupied Housing Units: House Heating Fuel: Gas (Utility, Bottled, tank, or LP gas)",Occupied Housing Units: House Heating Fuel: No fuel used,Occupied Housing Units: House Heating Fuel: Other fuel,Occupied Housing Units: House Heating Fuel: Solar energy,Onroad,Residential,Rural,Total Emissions,Total Population,Urban,MSA,CBSA Code
32580,5577377500.0,0.0327211578,0.0130172066,1582.664,0.0,0.045375657,192658.0,0.0568908176,0.05658346,156824.0,77.0,101155.0,186.0,51844.0,3249.0,209.0,104.0,0.5458408061,0.0186897627,37589.0,1.4383983647999998,569463.0,531874.0,"McAllen-Edinburg-Mission, TX (Metropolitan Statistical Area)",32580
32780,3487752400.0,0.029565964700000003,0.011762003100000001,2801.7670000000003,0.0,0.0297667851,75737.0,0.0431608632,0.026970334300000003,71532.0,5876.0,35986.0,1988.0,27384.0,60.0,219.0,19.0,0.2305776585,0.0391725983,40157.0,0.41136712439999995,181269.0,141112.0,"Medford, OR (Metropolitan Statistical Area)",32780
32820,23897819200.0,0.27838040659999996,0.1107459502,5108.215700000001,0.0,0.17335143810000003,484301.0,0.3230871771,0.1854759651,451472.0,2346.0,160784.0,468.0,286138.0,1048.0,564.0,124.0,1.9154495675,0.3507479257,196063.0,4.6965323969,1213230.0,1017167.0,"Memphis, TN-MS-AR (Metropolitan Statistical Area)",32820
32900,2952733900.0,0.0305800109,0.012165411200000002,1971.874,0.0,0.0326733343,68373.0,0.2188285193,0.044728729800000006,63815.0,2523.0,20821.0,76.0,39838.0,224.0,311.0,22.0,0.34259013520000003,0.038350504300000005,35744.0,0.7272982438,210554.0,174810.0,"Merced, CA (Metropolitan Statistical Area)",32900
33100,110453244800.0,0.7513203,0.29889202309999996,6137.219999999999,0.3527734086,0.274416704,2149749.0,1.2757815328,0.7033436664,1905394.0,854.0,1740871.0,4261.0,88045.0,69230.0,780.0,1353.0,6.031290520800001,0.17744309830000002,37242.0,12.734297004,5007564.0,4970322.0,"Miami-Fort Lauderdale-West Palm Beach, FL (Metropolitan Statistical Area)",33100
33140,2031608300.0,0.0075909591,0.0030198534000000004,613.0399,0.0,0.0207773884,45621.0,0.0762872201,0.0189203718,41050.0,417.0,2517.0,572.0,37300.0,103.0,141.0,0.0,0.1677386916,0.054876966299999996,39005.0,1.0825793772,110106.0,71101.0,"Michigan City-La Porte, IN (Metropolitan Statistical Area)",33140
33260,2403646600.0,0.056753690999999995,0.022577886600000003,1817.588,0.0,0.021015271899999997,49958.0,0.1258214548,0.026009632399999996,44369.0,21.0,17631.0,25.0,26502.0,77.0,113.0,0.0,0.1960457419,0.030353648100000002,17497.0,0.4785799035,120755.0,103258.0,"Midland, TX (Metropolitan Statistical Area)",33260
33340,34352196900.0,0.2126493555,0.0845966716,3322.2713,0.0,0.6303639288,618244.0,0.6349175213,0.21509275249999998,587657.0,1181.0,58537.0,30785.0,490423.0,1975.0,4655.0,101.0,1.9063487224000002,0.7563683845,109019.0,6.7931985098,1500741.0,1391722.0,"Milwaukee-Waukesha-West Allis, WI (Metropolitan Statistical Area)",33340
33460,78134955700.0,0.9647752136000001,0.38380916309999996,8120.157799999999,0.0,1.8212655882000004,1197124.0,7.6532069568,0.5140058436,1160655.0,6563.0,126121.0,23800.0,987883.0,5931.0,10180.0,177.0,4.4001789005,1.5902671586,409143.0,24.5486383795,3031918.0,2622775.0,"Minneapolis-St. Paul-Bloomington, MN-WI (Metropolitan Statistical Area)",33460
33660,6801034700.0,0.1051633542,0.0418363351,1644.023,0.16786304359999998,0.056906155300000004,165101.0,0.4914683232,0.047597140999999996,150179.0,588.0,63517.0,68.0,85335.0,589.0,66.0,16.0,0.5090907061,0.09398298769999999,78840.0,5.4006249096,399843.0,321003.0,"Mobile, AL (Metropolitan Statistical Area)",33660
33700,7471313600.0,0.0345331023,0.013738042800000001,1514.668,0.0,0.061236566900000004,150807.0,0.09561995640000001,0.0636360188,145146.0,3421.0,38846.0,133.0,101684.0,712.0,302.0,48.0,0.5789096465,0.0958943212,39905.0,0.9873722945000001,446997.0,407092.0,"Modesto, CA (Metropolitan Statistical Area)",33700
33740,2813864500.0,0.028442607600000003,0.011315104900000001,1537.9787999999999,0.0,0.019123877499999997,71027.0,3.5211489936,0.021996209000000003,64073.0,608.0,30801.0,55.0,32415.0,170.0,18.0,6.0,0.28252700659999996,0.0340530287,52992.0,4.2425971347,170053.0,117061.0,"Monroe, LA (Metropolitan Statistical Area)",33740
33780,3248554500.0,0.0178300152,0.0070931796,680.028,0.1180844909,0.021247892200000004,56471.0,0.0668661648,0.0268342862,53772.0,442.0,2772.0,1678.0,48590.0,85.0,205.0,0.0,0.2944330477,0.0822038967,54034.0,5.3461323998,145945.0,91911.0,"Monroe, MI (Metropolitan Statistical Area)",33780
33860,6317265600.0,0.051314135899999995,0.0204139102,2786.4463,0.0,0.0482473174,144633.0,0.04595243710000001,0.049261940500000004,129717.0,795.0,47785.0,156.0,80556.0,320.0,100.0,5.0,0.5874054706,0.07889938460000001,100466.0,1.1229105113000002,346528.0,246062.0,"Montgomery, AL (Metropolitan Statistical Area)",33860
34060,1760461300.0,0.017250335800000002,0.0068625689,1017.2805000000001,0.0,0.013382295999999998,50139.0,0.0389853417,0.0122345784,44990.0,3522.0,9223.0,5168.0,26719.0,45.0,308.0,5.0,0.1773402968,0.0429806954,51668.0,2.6004824615,111200.0,59532.0,"Morgantown, WV (Metropolitan Statistical Area)",34060
34100,1747674500.0,0.013246286000000001,0.0052696696,490.09770000000003,0.0,0.0097356885,44012.0,0.0692762478,0.021189341100000002,40366.0,1201.0,28132.0,1298.0,9637.0,59.0,39.0,0.0,0.24448122849999998,0.014764333099999999,48018.0,0.3779627946,102422.0,54404.0,"Morristown, TN (Metropolitan Statistical Area)",34100
34580,2158916500.0,0.0351986135,0.0140027964,1920.4679999999998,0.0,0.027686147999999997,42681.0,1.0924869812,0.0182226087,38852.0,2976.0,12998.0,1530.0,20937.0,128.0,254.0,29.0,0.1806808007,0.0343473162,33831.0,1.4098565666,102979.0,69148.0,"Mount Vernon-Anacortes, WA (Metropolitan Statistical Area)",34580
34620,2234716400.0,0.009781006600000001,0.0038911040000000003,395.9249,0.0,0.0454101256,51032.0,0.06840634820000001,0.0162937908,47131.0,313.0,11428.0,824.0,34333.0,107.0,117.0,9.0,0.1814709955,0.051083572599999995,27757.0,0.3763369433,118769.0,91012.0,"Muncie, IN (Metropolitan Statistical Area)",34620
34740,2968143200.0,0.028419438300000002,0.011305888500000002,1459.297,0.0,0.029592248300000002,68556.0,0.1918771781,0.0235424252,63330.0,1036.0,2437.0,1769.0,57726.0,80.0,255.0,27.0,0.19675959129999998,0.09838126259999999,44226.0,1.1974084943,170200.0,125974.0,"Muskegon, MI (Metropolitan Statistical Area)",34740
34820,5305422900.0,0.0724409441,0.028818625200000003,2304.969,0.0,0.0288730099,173516.0,0.7557943576,0.070783037,112238.0,1055.0,94218.0,3172.0,13166.0,511.0,95.0,21.0,0.5590189438,0.037893176,126624.0,1.8402410327999998,269772.0,143148.0,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC (Metropolitan Statistical Area)",34820
34900,3222352100.0,0.0403025146,0.0160332405,788.2679,0.0,0.0206303299,48554.0,0.016156011100000003,0.0240846984,45402.0,1484.0,8238.0,57.0,35397.0,117.0,96.0,13.0,0.1607855122,0.0397476055,19829.0,0.3223561287,124279.0,104450.0,"Napa, CA (Metropolitan Statistical Area)",34900
34940,7747307800.0,0.0623681088,0.024811429399999998,2304.927,0.0,0.0116341602,144536.0,0.055122753600000005,0.0836594252,102973.0,125.0,96930.0,391.0,4042.0,1362.0,90.0,33.0,0.3949088057,0.0077253784999999995,25032.0,0.6646216569,251377.0,226345.0,"Naples-Immokalee-Marco Island, FL (Metropolitan Statistical Area)",34940
34980,30365236200.0,0.23668183999999998,0.0941573305,6378.200299999999,0.0,0.20806644710000005,571945.0,0.8036515121,0.2503422905,536666.0,7160.0,296760.0,3767.0,227257.0,1261.0,384.0,77.0,2.7770276269000003,0.3211009052,387983.0,6.604361436899999,1381287.0,993304.0,"Nashville-Davidson--Murfreesboro--Franklin, TN (Metropolitan Statistical Area)",34980
35100,1973682500.0,0.0177777382,0.0070723824,1813.6897999999999,0.0,0.0095347533,49610.0,0.0434234765,0.0249281501,43821.0,532.0,27418.0,3002.0,12455.0,261.0,141.0,12.0,0.13636556560000002,0.0198604599,52927.0,0.25897139869999997,114751.0,61824.0,"New Bern, NC (Metropolitan Statistical Area)",35100
35300,19867310000.0,0.050922992400000006,0.0202583057,862.0173,0.0,0.25455561449999997,340732.0,0.0627268672,0.0944364284,319040.0,1777.0,48401.0,157016.0,110354.0,557.0,860.0,75.0,0.8982810254000001,0.5343784186,34731.0,2.3832682316,824008.0,789277.0,"New Haven-Milford, CT (Metropolitan Statistical Area)",35300
35380,24821242600.0,0.14960886810000001,0.059517752400000005,7354.7839,0.0,0.17984250869999996,556234.0,6.236742626699999,0.19318834940000001,505579.0,578.0,222361.0,239.0,279675.0,2224.0,366.0,136.0,1.2278611699,0.27507818209999996,87657.0,10.672713579,1337726.0,1250069.0,"New Orleans-Metairie, LA (Metropolitan Statistical Area)",35380
35620,488718383700.0,1.385872967,0.5513312614,10876.15741,0.0,5.0672386856000005,7320008.0,1.1847840533,1.8161705213000003,6891287.0,14259.0,588122.0,2256384.0,3910799.0,49552.0,69835.0,2336.0,16.291754701200002,9.9659082835,553157.0,45.61455763810001,18944519.0,18391362.0,"New York-Newark-Jersey City, NY-NJ-PA (Metropolitan Statistical Area)",35620
35660,3192681000.0,0.013507188500000001,0.0053734620999999995,1581.385,0.0,0.0293917075,73445.0,0.0724643695,0.0242384749,63569.0,840.0,10159.0,4821.0,47207.0,219.0,312.0,11.0,0.2951187638,0.0879874207,49671.0,0.5280843506,162453.0,112782.0,"Niles-Benton Harbor, MI (Metropolitan Statistical Area)",35660
35840,14904712700.0,0.0984993264,0.0391852368,1617.9296,0.0,0.0383995223,320595.0,0.14439923259999998,0.1469860582,262397.0,409.0,242662.0,2420.0,14522.0,2140.0,180.0,64.0,0.8042816528,0.020507815500000002,37669.0,2.6738348305999997,589959.0,552290.0,"North Port-Sarasota-Bradenton, FL (Metropolitan Statistical Area)",35840
35980,6237453700.0,0.022171599500000003,0.0088203586,771.6628,0.0,0.0834503863,110674.0,0.09049876800000001,0.0388130586,99835.0,1994.0,17794.0,65677.0,13746.0,190.0,412.0,22.0,0.4067894465,0.1723386693,71108.0,0.9066770761,259088.0,187980.0,"Norwich-New London, CT (Metropolitan Statistical Area)",35980
36100,4542616500.0,0.0166410133,0.006620165999999999,1663.011,0.0,0.013804606399999999,122663.0,0.0793345202,0.0595506834,106755.0,843.0,83373.0,2380.0,19235.0,812.0,112.0,0.0,0.5698646527000001,0.0091673875,101170.0,0.7549830295000001,258916.0,157746.0,"Ocala, FL (Metropolitan Statistical Area)",36100
36140,2433801700.0,0.0160144775,0.0063709171,620.2796,0.0,0.0320375025,91047.0,0.0016676329000000001,0.043788388600000006,42148.0,474.0,10784.0,5245.0,25398.0,65.0,180.0,2.0,0.1272640185,0.0535255122,16632.0,0.671327308,102326.0,85694.0,"Ocean City, NJ (Metropolitan Statistical Area)",36140
36220,1799397400.0,0.011655365800000001,0.0046367656,901.6813,0.0757736073,0.015797728400000002,49500.0,0.2919076385,0.0130652582,43846.0,110.0,16960.0,42.0,26552.0,109.0,66.0,7.0,0.1620461038,0.0256741739,11264.0,1.0889148576,121123.0,109859.0,"Odessa, TX (Metropolitan Statistical Area)",36220
36260,8926831200.0,0.0299289386,0.011906401905413533,8632.988099999999,0.1032467925,0.0527835304,160935.0,0.6240723367,0.0785948196,152089.0,519.0,10588.0,125.0,140390.0,124.0,330.0,13.0,0.6919798437,0.2842902209,39491.0,1.8913941939,485401.0,445910.0,"Ogden-Clearfield, UT (Metropolitan Statistical Area)",36260
36420,20773306400.0,0.1746149099,0.06946571480000001,5581.785,0.0,0.3052429586,472084.0,0.6575523514,0.17073083320000002,429743.0,2380.0,127160.0,256.0,298244.0,883.0,743.0,77.0,2.0025459252999998,0.3668599998,209593.0,4.2743092635,1095421.0,885828.0,"Oklahoma City, OK (Metropolitan Statistical Area)",36420
36500,4601293400.0,0.022917296,0.0091170125,773.6367,0.0,0.027670737,86652.0,0.0132845535,0.0271537059,81625.0,6295.0,39175.0,2661.0,32800.0,100.0,592.0,2.0,0.3119657486,0.0526270893,51471.0,0.46473614280000003,207355.0,155884.0,"Olympia-Tumwater, WA (Metropolitan Statistical Area)",36500
36540,16623421300.0,0.1049346526,0.0417453532,4406.198399999999,0.1251770686,0.23467829649999997,311540.0,0.4248462274,0.1969960539,294502.0,1275.0,41126.0,2134.0,248234.0,530.0,1157.0,46.0,1.0260578303999999,0.35345274100000007,109768.0,5.0810052687,767041.0,657273.0,"Omaha-Council Bluffs, NE-IA (Metropolitan Statistical Area)",36540
36740,34450179200.0,0.4046949377,0.16099669789999999,4011.8142,0.0,0.08960959439999999,683551.0,0.410322216,0.34839267539999996,625248.0,1197.0,549438.0,9527.0,59980.0,4523.0,456.0,127.0,2.4431651064999995,0.0572216464,150315.0,6.0389571725,1644561.0,1494246.0,"Orlando-Kissimmee-Sanford, FL (Metropolitan Statistical Area)",36740
36780,3305799300.0,0.0322212744,0.0128183439,578.7014,0.0,0.0557696108,64721.0,0.1402626073,0.031817219300000005,61157.0,453.0,7032.0,2574.0,50165.0,252.0,677.0,4.0,0.1713340791,0.0775621986,24822.0,0.5725157421,156763.0,131941.0,"Oshkosh-Neenah, WI (Metropolitan Statistical Area)",36780
36980,1987901900.0,0.0212884137,0.0084690075,931.3697,0.0,0.0206125416,46424.0,0.48662457800000003,0.025597511700000002,43232.0,869.0,9659.0,145.0,32397.0,85.0,67.0,10.0,0.1290872773,0.044151181899999996,41287.0,2.2443738936,109875.0,68588.0,"Owensboro, KY (Metropolitan Statistical Area)",36980
37100,18294283400.0,0.10953956849999999,0.0435772899,2208.197,0.0,0.1118661256,251712.0,0.2964319432,0.0978312623,243234.0,1066.0,31386.0,83.0,207208.0,2898.0,148.0,445.0,0.7493310395,0.18310436670000002,23575.0,2.2373129290000002,753197.0,729622.0,"Oxnard-Thousand Oaks-Ventura, CA (Metropolitan Statistical Area)",37100
37340,10122411600.0,0.1521877358,0.060543685800000004,1556.95,0.0,0.0279246885,222072.0,0.1314404955,0.099717469,198195.0,336.0,163791.0,2073.0,30291.0,1560.0,105.0,39.0,0.8151435968,0.017542251000000002,21786.0,2.2651189754,476230.0,454444.0,"Palm Bay-Melbourne-Titusville, FL (Metropolitan Statistical Area)",37340
37460,2925035700.0,0.027258026299999998,0.0108438535,1777.8691000000001,0.0,0.009529154100000001,86022.0,0.1304254977,0.0442706141,64528.0,485.0,46288.0,383.0,17044.0,242.0,80.0,6.0,0.2452726406,0.0060139780000000006,24951.0,1.2179770457,161549.0,136598.0,"Panama City, FL (Metropolitan Statistical Area)",37460
37860,7468457700.0,0.0891602666,0.035469947300000006,2049.1376,0.0,0.026076789599999997,173766.0,1.9273598260000002,0.0683654612,154842.0,967.0,104123.0,276.0,48830.0,481.0,123.0,42.0,0.7530150375,0.0150569555,66118.0,4.3010387205,412153.0,346035.0,"Pensacola-Ferry Pass-Brent, FL (Metropolitan Statistical Area)",37860
37900,7634203400.0,0.0720541328,0.028664744399999997,2518.2515000000003,0.0,0.10254377229999999,153303.0,0.5325945407999999,0.08042107679999999,143607.0,640.0,22488.0,671.0,119249.0,209.0,334.0,16.0,0.5367487074999999,0.22275184080000002,89691.0,4.6055183279,366899.0,277208.0,"Peoria, IL (Metropolitan Statistical Area)",37900
37980,134159399200.0,0.4973275948,0.1978480481,4870.6344,0.0,1.7329826226999998,2281825.0,2.9474883636,0.5731126472,2134404.0,8499.0,330165.0,489907.0,1291382.0,5444.0,8670.0,337.0,6.0256950038,2.909912912,337460.0,17.5287821652,5687147.0,5349687.0,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD (Metropolitan Statistical Area)",37980
38060,70337319800.0,0.8017049249,0.3189361518,14598.361,0.0,0.6963660652999999,1331385.0,0.2830756543,0.6339976233000001,1194250.0,2521.0,812826.0,600.0,370480.0,6391.0,871.0,561.0,4.4233128452,0.2807359512,153694.0,8.4415164443,3251876.0,3098182.0,"Phoenix-Mesa-Scottsdale, AZ (Metropolitan Statistical Area)",38060
38220,1554565200.0,0.010974424699999999,0.0043658718,2084.6661000000004,0.0,0.013799094999999999,43139.0,2.075140023,0.0226773158,38093.0,1001.0,13157.0,28.0,23795.0,65.0,28.0,19.0,0.16007923229999999,0.025266433999999997,48757.0,5.068528129600001,107341.0,58584.0,"Pine Bluff, AR (Metropolitan Statistical Area)",38220
38300,49727748000.0,0.39286850590000005,0.15629187639999997,5343.1332,0.037282919500000004,0.6813163967999999,1078481.0,1.3583391867999999,0.25364706950000004,995505.0,9116.0,98159.0,93266.0,788758.0,1815.0,4338.0,53.0,2.7654337095,1.3502886833,449483.0,16.332794609999997,2431087.0,1981604.0,"Pittsburgh, PA (Metropolitan Statistical Area)",38300
38340,2897548600.0,0.0370863273,0.014753769199999999,946.2701,0.0,0.0417146161,66301.0,0.116238404,0.020057237,56006.0,2017.0,4388.0,27659.0,21598.0,75.0,260.0,9.0,0.2755468782,0.1030626445,40414.0,0.6085912926,134953.0,94539.0,"Pittsfield, MA (Metropolitan Statistical Area)",38340
38860,10926465300.0,0.0694089165,0.0276124206,2858.4195,0.0,0.1603212928,233323.0,0.110312388,0.0768340799,196669.0,6687.0,9317.0,153063.0,26591.0,206.0,732.0,73.0,0.8470808487,0.4033831181,211411.0,2.2370600264,487568.0,276157.0,"Portland-South Portland, ME (Metropolitan Statistical Area)",38860
38900,44327908000.0,0.3092943413,0.12304421009999998,6817.804299999999,0.0,0.3529621726,790876.0,1.0924932018,0.3011242181,745531.0,22979.0,350939.0,58912.0,307296.0,1486.0,3722.0,197.0,2.2470766244,0.3899540237,230362.0,4.9821203681999995,1927881.0,1697519.0,"Portland-Vancouver-Hillsboro, OR-WA (Metropolitan Statistical Area)",38900
38940,7263367300.0,0.0892686304,0.0355130598,1440.8695,0.0,0.0171550164,156733.0,0.0844036758,0.10045057399999999,132221.0,182.0,122867.0,411.0,6860.0,1786.0,64.0,51.0,0.5737896215,0.0111923866,25790.0,3.281845885,319426.0,293636.0,"Port St. Lucie, FL (Metropolitan Statistical Area)",38940
39140,3251050000.0,0.1176477615,0.0468029108,8127.781999999999,0.1377885483,0.0157465683,81730.0,0.0183846104,0.027501107400000002,70171.0,4400.0,13343.0,155.0,51635.0,189.0,338.0,111.0,0.36321237030000003,0.0396726628,62510.0,0.7682306215000001,167517.0,105007.0,"Prescott, AZ (Metropolitan Statistical Area)",39140
39300,33414764600.0,0.16464157959999998,0.0654980998,2236.23604,0.0,0.5514955865,656755.0,0.7421182008,0.16339172080000003,613835.0,5219.0,48617.0,241153.0,315841.0,1121.0,1720.0,164.0,1.3513628387,1.0420011447,149682.0,6.750612757400001,1582997.0,1433315.0,"Providence-Warwick, RI-MA (Metropolitan Statistical Area)",39300
39340,5753659700.0,0.0315026854,0.0125324693,5547.255999999999,0.1207929468,0.0294917175,107125.0,0.1116494618,0.0506690428,102393.0,616.0,9170.0,404.0,91929.0,57.0,194.0,23.0,0.5118882509,0.1859032596,26029.0,1.0548010561,376774.0,350745.0,"Provo-Orem, UT (Metropolitan Statistical Area)",39340
39380,2387872800.0,0.0348528927,0.013865260400000001,2397.728,0.0,0.05757652059999999,58926.0,0.0667979791,0.015391321699999998,54579.0,549.0,4790.0,42.0,48751.0,83.0,308.0,56.0,0.18485381129999998,0.0705100375,18121.0,1.8643869348,141472.0,123351.0,"Pueblo, CO (Metropolitan Statistical Area)",39380
39460,3051058500.0,0.021929158100000002,0.0087239099,859.1187,0.0,0.0078141037,79758.0,0.0339891093,0.0397196234,63864.0,130.0,61371.0,142.0,1724.0,457.0,8.0,32.0,0.236306292,0.0051199722,13884.0,0.3536334178,141627.0,127743.0,"Punta Gorda, FL (Metropolitan Statistical Area)",39460
39540,4056925000.0,0.0436440002,0.0173625598,791.9028,0.0,0.0514181659,74718.0,0.07744316400000001,0.0250679704,70819.0,298.0,7870.0,3431.0,58689.0,119.0,393.0,19.0,0.1856213418,0.0901034369,24572.0,0.490660639,188831.0,164259.0,"Racine, WI (Metropolitan Statistical Area)",39540
39580,19822450000.0,0.1454717629,0.0578719223,2147.6378,0.0,0.13907017289999998,329513.0,0.0799601684,0.1549797687,306478.0,2314.0,152195.0,8068.0,142829.0,609.0,388.0,75.0,1.3323081936999999,0.19056971700000003,201034.0,2.1006779276,797071.0,596037.0,"Raleigh, NC (Metropolitan Statistical Area)",39580
39660,2191237600.0,0.0340995143,0.0135655512,7825.896999999999,0.1292057559,0.0307484662,51022.0,0.0464624425,0.0270294241,46416.0,1796.0,9965.0,542.0,33393.0,188.0,495.0,37.0,0.19898357779999998,0.048622502,38991.0,0.5370035152,120093.0,81102.0,"Rapid City, SD (Metropolitan Statistical Area)",39660
39740,7770363900.0,0.0454065043,0.0180637233,865.666,0.1505439097,0.1101733882,150222.0,0.3015330002,0.048044955599999994,141570.0,3783.0,22868.0,63281.0,50505.0,459.0,646.0,28.0,0.460793258,0.21517574890000002,101435.0,1.7087211655,373638.0,272203.0,"Reading, PA (Metropolitan Statistical Area)",39740
39820,2870345200.0,0.043595958,0.017343446999999998,3847.4359999999997,0.0829364341,0.0670293809,68810.0,0.09519286099999999,0.0236383083,63426.0,9356.0,14591.0,1801.0,37135.0,86.0,454.0,3.0,0.219178404,0.0363757707,50661.0,0.5977265454999999,163256.0,112595.0,"Redding, CA (Metropolitan Statistical Area)",39820
39900,8206517000.0,0.082309703,0.0327446422,6815.115400000001,0.0,0.051445124094770485,145504.0,0.2557578741,0.0708887283,133546.0,1585.0,26025.0,8090.0,96118.0,359.0,1227.0,142.0,0.3809591298,0.1668004065,27604.0,1.2639339651,342885.0,315281.0,"Reno, NV (Metropolitan Statistical Area)",39900
40060,21904031100.0,0.10237726809999999,0.040727968399999995,3874.21659,0.0,0.2154856825,380257.0,1.1283657205,0.1362469989,359807.0,6412.0,169472.0,57523.0,124163.0,1087.0,1012.0,138.0,1.5911015538,0.26896101769999997,192931.0,5.788412598800001,925112.0,732181.0,"Richmond, VA (Metropolitan Statistical Area)",40060
40140,56442068100.0,0.54786155,0.2179515811,27408.45,0.8611659802999999,0.43282672089999996,1186043.0,1.4474699618,0.529843847,1034812.0,11766.0,161777.0,544.0,849629.0,8455.0,1658.0,983.0,4.1757563227,0.7155853861,203592.0,9.412956292999999,3254821.0,3051229.0,"Riverside-San Bernardino-Ontario, CA (Metropolitan Statistical Area)",40140
40220,3394724400.0,0.0393226471,0.0156434276,1631.0214500000002,0.13495038939999998,0.025691532600000004,83099.0,0.1889011164,0.0211814866,74726.0,3004.0,28851.0,12309.0,30208.0,139.0,202.0,13.0,0.3037372774,0.051518612899999996,68261.0,0.7812186679,177784.0,109523.0,"Roanoke, VA (Metropolitan Statistical Area)",40220
40340,4161318500.0,0.032972634900000006,0.0131172508,2506.1081000000004,0.0,0.13932484000000003,74038.0,0.401239763,0.0679212619,70732.0,1143.0,7014.0,2458.0,59391.0,245.0,475.0,6.0,0.2670724793,0.10704099349999999,71538.0,1.0575816193999998,184740.0,113202.0,"Rochester, MN (Metropolitan Statistical Area)",40340
40380,22662973600.0,0.1036434155,0.041231664300000005,5245.8507,0.0,0.2328970151,439236.0,0.2803518901,0.151946031,406332.0,8064.0,49805.0,36987.0,308222.0,848.0,2285.0,121.0,1.4434142448000002,0.526037831,238657.0,3.5374529061000004,1062452.0,823795.0,"Rochester, NY (Metropolitan Statistical Area)",40380
40420,6727414200.0,0.0688749429,0.027399992999999997,801.2155,0.0,0.0784884491,129818.0,0.2411058869,0.0524894256,122577.0,298.0,10288.0,1050.0,110100.0,367.0,469.0,5.0,0.4348807809,0.2080077631,35834.0,1.1312721754,320204.0,284370.0,"Rockford, IL (Metropolitan Statistical Area)",40420
40580,2410027300.0,0.0067248008,0.002675275,1049.2727,0.0,0.0172086611,61053.0,0.0289348464,0.0194801297,54036.0,1257.0,21759.0,2796.0,28045.0,89.0,77.0,13.0,0.2678660737,0.0390792047,67754.0,0.3822739165,143026.0,75272.0,"Rocky Mount, NC (Metropolitan Statistical Area)",40580
40900,39454067300.0,0.2875514581,0.11439440370000001,5309.2462000000005,0.0,1.4553343608000002,714981.0,0.12016520979999999,0.3064036574,665298.0,18987.0,212106.0,1590.0,428932.0,1286.0,1974.0,423.0,2.2731283812,0.427847352,156031.0,5.3111389082,1796857.0,1640826.0,"Sacramento--Roseville--Arden-Arcade, CA (Metropolitan Statistical Area)",40900
40980,4021438700.0,0.0385138942,0.0153216873,815.78,0.0,0.0886282305,85505.0,0.3034777851,0.0280178171,80430.0,790.0,6873.0,2564.0,69730.0,211.0,262.0,0.0,0.3223098329,0.1202905919,64164.0,0.9407326481999999,210039.0,145875.0,"Saginaw, MI (Metropolitan Statistical Area)",40980
41060,3149874600.0,0.0,0.0,1802.9243999999999,0.0,0.09209280830000001,63751.0,0.36235548,0.045524297,60669.0,1932.0,10584.0,5209.0,41809.0,360.0,760.0,15.0,0.3024303518,0.08335393590000001,71843.0,0.8859367441,167392.0,95549.0,"St. Cloud, MN (Metropolitan Statistical Area)",41060
41140,2047941800.0,0.010491179299999999,0.0041736261,1673.9052000000001,0.0,0.026971827599999998,50564.0,0.0652347286,0.0270530628,46531.0,760.0,9642.0,282.0,35678.0,55.0,109.0,5.0,0.2064163749,0.05059017749999999,36637.0,0.5864059248,122336.0,85699.0,"St. Joseph, MO-KS (Metropolitan Statistical Area)",41140
41180,59515601000.0,0.48909093080000005,0.1945713084,8081.56136,0.150202815,0.9218225419999999,1123383.0,2.9223247222999995,0.4136398126,1039873.0,8378.0,231504.0,9634.0,786197.0,1854.0,2175.0,131.0,4.6683802255,1.2044514456000002,358618.0,19.937228980300002,2675343.0,2316725.0,"St. Louis, MO-IL (Metropolitan Statistical Area)",41180
41420,6269688300.0,0.0494334357,0.0196657254,1938.2837,0.0,0.0431818453,132635.0,0.0889963443,0.0432229313,124699.0,5679.0,63307.0,6224.0,48759.0,206.0,487.0,37.0,0.462563424,0.0679531899,58282.0,0.775016896,347214.0,288932.0,"Salem, OR (Metropolitan Statistical Area)",41420
41500,7749888700.0,0.0626853636,0.0249376393,3771.073,0.0,0.0529096247,131708.0,3.7029785805,0.052927181799999994,121236.0,2165.0,27339.0,136.0,90013.0,1075.0,347.0,161.0,0.5918321652,0.09370554310000001,44339.0,5.424929851,401762.0,357423.0,"Salinas, CA (Metropolitan Statistical Area)",41500
41540,6099347900.0,0.04686567450000001,0.0186442138,2900.9466,0.0,0.0562451246,184923.0,0.3420832256,0.0976155214,122850.0,2457.0,48777.0,32786.0,38002.0,303.0,485.0,40.0,0.5660449967,0.0898262942,139451.0,1.8859082927,312572.0,173121.0,"Salisbury, MD-DE (Metropolitan Statistical Area)",41540
41620,18537487900.0,0.24769722700000002,0.09853949819999999,8094.896,0.0,0.0751023633,324800.0,0.3503675284,0.11712585159999998,307818.0,623.0,25009.0,394.0,280387.0,434.0,878.0,93.0,1.2014899587999999,0.5961019502,20699.0,2.8854573759,939122.0,918423.0,"Salt Lake City, UT (Metropolitan Statistical Area)",41620
